"metro_fips","metro","metro_ascii","metro_full","county_name","county_fips","state_id","state_name","lat","lng","population"
"35620","New York","New York","New York-Newark-Jersey City, NY-NJ","Suffolk","36103","NY","New York","40.7222","-74.0225","19940274"
"31080","Los Angeles","Los Angeles","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","06037","CA","California","34.2215","-118.1494","12927614"
"16980","Chicago","Chicago","Chicago-Naperville-Elgin, IL-IN","Cook","17031","IL","Illinois","41.6675","-87.9597","9406924"
"19100","Dallas","Dallas","Dallas-Fort Worth-Arlington, TX","Denton","48121","TX","Texas","32.8495","-96.9704","8344032"
"26420","Houston","Houston","Houston-Pasadena-The Woodlands, TX","Harris","48201","TX","Texas","29.8422","-95.3855","7796182"
"33100","Miami","Miami","Miami-Fort Lauderdale-West Palm Beach, FL","Palm Beach","12099","FL","Florida","26.1573","-80.5059","6457988"
"47900","Washington","Washington","Washington-Arlington-Alexandria, DC-VA-MD-WV","Frederick","24021","DC","District of Columbia","38.8446","-77.5092","6437907"
"12060","Atlanta","Atlanta","Atlanta-Sandy Springs-Roswell, GA","Fulton","13121","GA","Georgia","33.7338","-84.3922","6409047"
"37980","Philadelphia","Philadelphia","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Burlington","34005","PA","Pennsylvania","39.9056","-75.3020","6330422"
"38060","Phoenix","Phoenix","Phoenix-Mesa-Chandler, AZ","Maricopa","04013","AZ","Arizona","33.1859","-112.0707","5186958"
"14460","Boston","Boston","Boston-Cambridge-Newton, MA-NH","Middlesex","25017","MA","Massachusetts","42.5584","-71.1007","5025517"
"40140","Riverside","Riverside","Riverside-San Bernardino-Ontario, CA","San Bernardino","06071","CA","California","34.5517","-116.1297","4744214"
"41860","San Francisco","San Francisco","San Francisco-Oakland-Fremont, CA","Contra Costa","06013","CA","California","37.7809","-122.1668","4648486"
"19820","Detroit","Detroit","Detroit-Warren-Dearborn, MI","Oakland","26125","MI","Michigan","42.7196","-83.2329","4400578"
"42660","Seattle","Seattle","Seattle-Tacoma-Bellevue, WA","King","53033","WA","Washington","47.5574","-121.8506","4145494"
"33460","Minneapolis","Minneapolis","Minneapolis-St. Paul-Bloomington, MN-WI","St. Croix","55109","MN","Minnesota","45.1034","-93.2753","3757952"
"45300","Tampa","Tampa","Tampa-St. Petersburg-Clearwater, FL","Hillsborough","12057","FL","Florida","28.1538","-82.4050","3424560"
"41740","San Diego","San Diego","San Diego-Chula Vista-Carlsbad, CA","San Diego","06073","CA","California","33.0343","-116.7350","3298799"
"19740","Denver","Denver","Denver-Aurora-Centennial, CO","Park","08093","CO","Colorado","39.4337","-104.8944","3050512"
"36740","Orlando","Orlando","Orlando-Kissimmee-Sanford, FL","Osceola","12097","FL","Florida","28.4343","-81.3630","2940513"
"16740","Charlotte","Charlotte","Charlotte-Concord-Gastonia, NC-SC","York","45091","NC","North Carolina","35.1686","-80.7954","2883370"
"12580","Baltimore","Baltimore","Baltimore-Columbia-Towson, MD","Baltimore","24005","MD","Maryland","39.3386","-76.5807","2859024"
"41180","St. Louis, MO","St. Louis, MO","St. Louis, MO-IL","Franklin","29071","MO","Missouri","38.7352","-90.3501","2809527"
"41700","San Antonio","San Antonio","San Antonio-New Braunfels, TX","Medina","48325","TX","Texas","29.4287","-98.6023","2763006"
"12420","Austin","Austin","Austin-Round Rock-San Marcos, TX","Williamson","48491","TX","Texas","30.2622","-97.6544","2550637"
"38900","Portland","Portland","Portland-Vancouver-Hillsboro, OR-WA","Clackamas","41005","OR","Oregon","45.5984","-122.4783","2537070"
"40900","Sacramento","Sacramento","Sacramento-Roseville-Folsom, CA","El Dorado","06017","CA","California","38.7805","-120.9972","2463127"
"38300","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh, PA","Westmoreland","42129","PA","Pennsylvania","40.4744","-79.8632","2429917"
"29820","Las Vegas","Las Vegas","Las Vegas-Henderson-North Las Vegas, NV","Clark","32003","NV","Nevada","36.2152","-115.0135","2398871"
"17140","Cincinnati, OH","Cincinnati, OH","Cincinnati, OH-KY-IN","Brown","39015","OH","Ohio","39.0811","-84.4646","2304804"
"28140","Kansas City, MO","Kansas City, MO","Kansas City, MO-KS","Bates","29013","MO","Missouri","38.9371","-94.4444","2254288"
"18140","Columbus, OH","Columbus, OH","Columbus, OH","Licking","39089","OH","Ohio","39.9681","-82.8369","2225377"
"26900","Indianapolis","Indianapolis","Indianapolis-Carmel-Greenwood, IN","Madison","18095","IN","Indiana","39.7929","-86.1216","2173288"
"17410","Cleveland, OH","Cleveland, OH","Cleveland, OH","Ashtabula","39007","OH","Ohio","41.4620","-81.4392","2171877"
"34980","Nashville","Nashville","Nashville-Davidson--Murfreesboro--Franklin, TN","Rutherford","47149","TN","Tennessee","36.0891","-86.7245","2151715"
"41940","San Jose","San Jose","San Jose-Sunnyvale-Santa Clara, CA","San Benito","06069","CA","California","36.9095","-121.3759","1995484"
"47260","Virginia Beach","Virginia Beach","Virginia Beach-Chesapeake-Norfolk, VA-NC","Suffolk","51800","VA","Virginia","36.8251","-76.4746","1796689"
"27260","Jacksonville, FL","Jacksonville, FL","Jacksonville, FL","Duval","12031","FL","Florida","30.2366","-81.7923","1760548"
"39300","Providence","Providence","Providence-Warwick, RI-MA","Bristol","25005","RI","Rhode Island","41.7186","-71.4001","1700901"
"33340","Milwaukee","Milwaukee","Milwaukee-Waukesha, WI","Waukesha","55133","WI","Wisconsin","43.1767","-88.1725","1574452"
"39580","Raleigh","Raleigh","Raleigh-Cary, NC","Wake","37183","NC","North Carolina","35.7573","-78.4608","1562009"
"36420","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City, OK","Grady","40051","OK","Oklahoma","35.4299","-97.5039","1497821"
"31140","Louisville/Jefferson County, KY","Louisville/Jefferson County, KY","Louisville/Jefferson County, KY-IN","Washington","18175","KY","Kentucky","38.2244","-85.7024","1396762"
"40060","Richmond, VA","Richmond, VA","Richmond, VA","Dinwiddie","51053","VA","Virginia","37.4127","-77.4467","1368219"
"32820","Memphis, TN","Memphis, TN","Memphis, TN-MS-AR","Shelby","47157","TN","Tennessee","35.0074","-89.8147","1337653"
"41620","Salt Lake City","Salt Lake City","Salt Lake City-Murray, UT","Tooele","49045","UT","Utah","40.4706","-113.0105","1300762"
"13820","Birmingham, AL","Birmingham, AL","Birmingham, AL","Jefferson","01073","AL","Alabama","33.4638","-86.8139","1192583"
"23420","Fresno, CA","Fresno, CA","Fresno, CA","Fresno","06019","CA","California","36.8800","-119.6793","1189557"
"24340","Grand Rapids","Grand Rapids","Grand Rapids-Wyoming-Kentwood, MI","Kent","26081","MI","Michigan","42.9898","-85.4162","1178826"
"25540","Hartford","Hartford","Hartford-West Hartford-East Hartford, CT","Capitol","09110","CT","Connecticut","41.7089","-72.5528","1169048"
"15380","Buffalo","Buffalo","Buffalo-Cheektowaga, NY","Erie","36029","NY","New York","42.9109","-78.7367","1160172"
"46060","Tucson, AZ","Tucson, AZ","Tucson, AZ","Pima","04019","AZ","Arizona","32.0974","-111.7899","1080149"
"46140","Tulsa, OK","Tulsa, OK","Tulsa, OK","Osage","40113","OK","Oklahoma","36.2504","-96.1662","1060423"
"40380","Rochester, NY","Rochester, NY","Rochester, NY","Monroe","36055","NY","New York","43.0076","-77.5585","1057218"
"36540","Omaha, NE","Omaha, NE","Omaha, NE-IA","Pottawattamie","19155","NE","Nebraska","41.2901","-95.9991","1001186"
"46520","Urban Honolulu, HI","Urban Honolulu, HI","Urban Honolulu, HI","Honolulu","15003","HI","Hawaii","21.4899","-158.0739","998747"
"24860","Greenville","Greenville","Greenville-Anderson-Greer, SC","Greenville","45045","SC","South Carolina","34.6851","-82.4139","996680"
"14860","Bridgeport","Bridgeport","Bridgeport-Stamford-Danbury, CT","Western Connecticut","09190","CT","Connecticut","41.3061","-73.4028","972679"
"35380","New Orleans","New Orleans","New Orleans-Metairie, LA","Plaquemines","22075","LA","Louisiana","29.7832","-89.9570","966230"
"28940","Knoxville, TN","Knoxville, TN","Knoxville, TN","Blount","47009","TN","Tennessee","36.0448","-84.1375","957376"
"35840","North Port","North Port","North Port-Bradenton-Sarasota, FL","Manatee","12081","FL","Florida","27.3479","-82.3223","934956"
"10740","Albuquerque, NM","Albuquerque, NM","Albuquerque, NM","Sandoval","35043","NM","New Mexico","35.1223","-106.4716","929919"
"12540","Bakersfield","Bakersfield","Bakersfield-Delano, CA","Kern","06029","CA","California","35.3426","-118.7301","922529"
"32580","McAllen","McAllen","McAllen-Edinburg-Mission, TX","Hidalgo","48215","TX","Texas","26.3969","-98.1812","914820"
"10580","Albany","Albany","Albany-Schenectady-Troy, NY","Saratoga","36091","NY","New York","42.7885","-73.9420","913485"
"10900","Allentown","Allentown","Allentown-Bethlehem-Easton, PA-NJ","Carbon","42025","PA","Pennsylvania","40.7894","-75.4039","886418"
"12940","Baton Rouge, LA","Baton Rouge, LA","Baton Rouge, LA","Livingston","22063","LA","Louisiana","30.5173","-91.1270","882652"
"49340","Worcester, MA","Worcester, MA","Worcester, MA","Worcester","25027","MA","Massachusetts","42.3514","-71.9077","881248"
"21340","El Paso, TX","El Paso, TX","El Paso, TX","Hudspeth","48229","TX","Texas","31.5131","-105.5410","877840"
"17900","Columbia, SC","Columbia, SC","Columbia, SC","Richland","45079","SC","South Carolina","34.0918","-81.0424","871176"
"16700","Charleston","Charleston","Charleston-North Charleston, SC","Berkeley","45015","SC","South Carolina","33.0425","-80.0443","869940"
"15980","Cape Coral","Cape Coral","Cape Coral-Fort Myers, FL","Lee","12071","FL","Florida","26.5780","-81.8332","860959"
"29460","Lakeland","Lakeland","Lakeland-Winter Haven, FL","Polk","12105","FL","Florida","27.9489","-81.6976","852878"
"14260","Boise City, ID","Boise City, ID","Boise City, ID","Owyhee","16073","ID","Idaho","43.0160","-116.1432","844979"
"37100","Oxnard","Oxnard","Oxnard-Thousand Oaks-Ventura, CA","Ventura","06111","CA","California","34.4561","-119.0836","835427"
"19430","Dayton","Dayton","Dayton-Kettering-Beavercreek, OH","Montgomery","39113","OH","Ohio","39.8295","-84.1419","821740"
"44700","Stockton","Stockton","Stockton-Lodi, CA","San Joaquin","06077","CA","California","37.9348","-121.2714","816108"
"24660","Greensboro","Greensboro","Greensboro-High Point, NC","Randolph","37151","NC","North Carolina","36.0259","-79.7916","800722"
"17820","Colorado Springs, CO","Colorado Springs, CO","Colorado Springs, CO","El Paso","08041","CO","Colorado","38.8426","-104.6578","777635"
"30780","Little Rock","Little Rock","Little Rock-North Little Rock-Conway, AR","Pulaski","05119","AR","Arkansas","34.7573","-92.3972","770959"
"39340","Provo","Provo","Provo-Orem-Lehi, UT","Juab","49023","UT","Utah","39.8645","-112.3526","760154"
"19780","Des Moines","Des Moines","Des Moines-West Des Moines, IA","Jasper","19099","IA","Iowa","41.5757","-93.7618","753913"
"19660","Deltona","Deltona","Deltona-Daytona Beach-Ormond Beach, FL","Volusia","12127","FL","Florida","29.1740","-81.2197","739516"
"28880","Kiryas Joel","Kiryas Joel","Kiryas Joel-Poughkeepsie-Newburgh, NY","Orange","36071","NY","New York","41.5827","-74.0257","711730"
"31540","Madison, WI","Madison, WI","Madison, WI","Dane","55025","WI","Wisconsin","43.0802","-89.5922","707606"
"49180","Winston","Winston","Winston-Salem, NC","Davidson","37057","NC","North Carolina","36.0767","-80.3458","705187"
"10420","Akron, OH","Akron, OH","Akron, OH","Portage","39133","OH","Ohio","41.1487","-81.3495","702209"
"36260","Ogden, UT","Ogden, UT","Ogden, UT","Weber","49057","UT","Utah","41.1189","-111.8703","669210"
"48620","Wichita, KS","Wichita, KS","Wichita, KS","Butler","20015","KS","Kansas","37.6387","-97.2454","661217"
"37340","Palm Bay","Palm Bay","Palm Bay-Melbourne-Titusville, FL","Brevard","12009","FL","Florida","28.2937","-80.7323","658447"
"45060","Syracuse, NY","Syracuse, NY","Syracuse, NY","Oswego","36075","NY","New York","43.1545","-76.0336","655189"
"12260","Augusta","Augusta","Augusta-Richmond County, GA-SC","Aiken","45003","GA","Georgia","33.4610","-81.9829","636658"
"20500","Durham","Durham","Durham-Chapel Hill, NC","Chatham","37037","NC","North Carolina","35.9910","-79.0997","620522"
"25420","Harrisburg","Harrisburg","Harrisburg-Carlisle, PA","Dauphin","42043","PA","Pennsylvania","40.3267","-77.1012","615361"
"27140","Jackson, MS","Jackson, MS","Jackson, MS","Yazoo","28163","MS","Mississippi","32.4278","-90.1360","605803"
"22220","Fayetteville","Fayetteville","Fayetteville-Springdale-Rogers, AR","Washington","05143","AR","Arkansas","36.1084","-94.0755","605547"
"44060","Spokane","Spokane","Spokane-Spokane Valley, WA","Stevens","53065","WA","Washington","48.0811","-117.6709","604962"
"45780","Toledo, OH","Toledo, OH","Toledo, OH","Wood","39173","OH","Ohio","41.4982","-83.7825","601396"
"16860","Chattanooga, TN","Chattanooga, TN","Chattanooga, TN-GA","Hamilton","47065","TN","Tennessee","35.0520","-85.3601","588763"
"35300","New Haven, CT","New Haven, CT","New Haven, CT","South Central Connecticut","09170","CT","Connecticut","41.3613","-72.8445","576718"
"39900","Reno, NV","Reno, NV","Reno, NV","Washoe","32031","NV","Nevada","40.2587","-119.5532","575266"
"42540","Scranton","Scranton","Scranton--Wilkes-Barre, PA","Luzerne","42079","PA","Pennsylvania","41.3232","-75.8957","574009"
"38860","Portland","Portland","Portland-South Portland, ME","York","23031","ME","Maine","43.6961","-70.4692","571534"
"29540","Lancaster, PA","Lancaster, PA","Lancaster, PA","Lancaster","42071","PA","Pennsylvania","40.0424","-76.2477","563293"
"33700","Modesto, CA","Modesto, CA","Modesto, CA","Stanislaus","06099","CA","California","37.5591","-120.9977","556972"
"38940","Port St. Lucie, FL","Port St. Lucie, FL","Port St. Lucie, FL","Martin","12085","FL","Florida","27.2199","-80.4508","556336"
"26620","Huntsville, AL","Huntsville, AL","Huntsville, AL","Madison","01089","AL","Alabama","34.7832","-86.7347","542297"
"37860","Pensacola","Pensacola","Pensacola-Ferry Pass-Brent, FL","Santa Rosa","12113","FL","Florida","30.6880","-87.1562","538928"
"30460","Lexington","Lexington","Lexington-Fayette, KY","Bourbon","21017","KY","Kentucky","38.0905","-84.4331","533366"
"28660","Killeen","Killeen","Killeen-Temple, TX","Bell","48027","TX","Texas","31.2078","-97.7876","509487"
"44180","Springfield, MO","Springfield, MO","Springfield, MO","Greene","29077","MO","Missouri","37.3617","-93.1771","500004"
"42220","Santa Rosa","Santa Rosa","Santa Rosa-Petaluma, CA","Sonoma","06097","CA","California","38.5290","-122.8882","485375"
"47300","Visalia, CA","Visalia, CA","Visalia, CA","Tulare","06107","CA","California","36.2202","-118.8005","483546"
"48900","Wilmington, NC","Wilmington, NC","Wilmington, NC","Brunswick","37019","NC","North Carolina","34.2907","-78.0514","480522"
"29620","Lansing","Lansing","Lansing-East Lansing, MI","Eaton","26045","MI","Michigan","42.7133","-84.6070","479971"
"49620","York","York","York-Hanover, PA","York","42133","PA","Pennsylvania","39.9200","-76.7265","471240"
"44140","Springfield, MA","Springfield, MA","Springfield, MA","Hampden","25013","MA","Massachusetts","42.1351","-72.6316","464151"
"23060","Fort Wayne, IN","Fort Wayne, IN","Fort Wayne, IN","Allen","18003","IN","Indiana","41.0054","-85.2168","462978"
"47930","Waterbury","Waterbury","Waterbury-Shelton, CT","Naugatuck Valley","09140","CT","Connecticut","41.5231","-73.0860","462220"
"46700","Vallejo, CA","Vallejo, CA","Vallejo, CA","Solano","06095","CA","California","38.2700","-121.9328","455101"
"18580","Corpus Christi, TX","Corpus Christi, TX","Corpus Christi, TX","Nueces","48355","TX","Texas","27.8951","-97.4811","448853"
"42200","Santa Maria","Santa Maria","Santa Maria-Santa Barbara, CA","Santa Barbara","06083","CA","California","34.6729","-120.0169","444500"
"41420","Salem, OR","Salem, OR","Salem, OR","Marion","41047","OR","Oregon","44.9034","-122.9032","443416"
"39740","Reading, PA","Reading, PA","Reading, PA","Berks","42011","PA","Pennsylvania","40.4163","-75.9260","439117"
"41500","Salinas, CA","Salinas, CA","Salinas, CA","Monterey","06053","CA","California","36.2171","-121.2388","436251"
"15180","Brownsville","Brownsville","Brownsville-Harlingen, TX","Cameron","48061","TX","Texas","26.1333","-97.5187","431874"
"42340","Savannah, GA","Savannah, GA","Savannah, GA","Chatham","13051","GA","Georgia","32.1306","-81.3019","431589"
"31700","Manchester","Manchester","Manchester-Nashua, NH","Hillsborough","33011","NH","New Hampshire","42.9153","-71.7161","430462"
"36100","Ocala, FL","Ocala, FL","Ocala, FL","Marion","12083","FL","Florida","29.2102","-82.0567","428905"
"25060","Gulfport","Gulfport","Gulfport-Biloxi, MS","Jackson","28059","MS","Mississippi","30.5569","-89.0377","426793"
"49660","Youngstown","Youngstown","Youngstown-Warren, OH","Trumbull","39155","OH","Ohio","41.1962","-80.7673","426086"
"11700","Asheville, NC","Asheville, NC","Asheville, NC","Buncombe","37021","NC","North Carolina","35.6173","-82.5710","422333"
"29180","Lafayette, LA","Lafayette, LA","Lafayette, LA","Vermilion","22113","LA","Louisiana","30.0509","-92.1275","419704"
"34940","Naples","Naples","Naples-Marco Island, FL","Collier","12021","FL","Florida","26.1108","-81.3474","416233"
"34820","Myrtle Beach","Myrtle Beach","Myrtle Beach-Conway-North Myrtle Beach, SC","Horry","45051","SC","South Carolina","33.9216","-78.9969","413391"
"33660","Mobile, AL","Mobile, AL","Mobile, AL","Mobile","01097","AL","Alabama","30.7877","-88.2058","412339"
"11260","Anchorage, AK","Anchorage, AK","Anchorage, AK","Matanuska-Susitna","02170","AK","Alaska","62.2431","-149.5439","407213"
"22420","Flint, MI","Flint, MI","Flint, MI","Genesee","26049","MI","Michigan","43.0217","-83.7067","402279"
"15940","Canton","Canton","Canton-Massillon, OH","Stark","39151","OH","Ohio","40.7187","-81.2535","400551"
"45220","Tallahassee, FL","Tallahassee, FL","Tallahassee, FL","Leon","12073","FL","Florida","30.4050","-84.2862","399098"
"13140","Beaumont","Beaumont","Beaumont-Port Arthur, TX","Jefferson","48245","TX","Texas","30.1021","-94.2081","398733"
"43900","Spartanburg, SC","Spartanburg, SC","Spartanburg, SC","Spartanburg","45083","SC","South Carolina","34.8379","-81.8476","395934"
"22180","Fayetteville, NC","Fayetteville, NC","Fayetteville, NC","Cumberland","37051","NC","North Carolina","35.0371","-78.9804","393812"
"45940","Trenton","Trenton","Trenton-Princeton, NJ","Mercer","34021","NJ","New Jersey","40.2834","-74.7018","392138"
"33860","Montgomery, AL","Montgomery, AL","Montgomery, AL","Montgomery","01101","AL","Alabama","32.3606","-86.4032","386587"
"43340","Shreveport","Shreveport","Shreveport-Bossier City, LA","Caddo","22017","LA","Louisiana","32.4387","-93.7451","383269"
"21660","Eugene","Eugene","Eugene-Springfield, OR","Lane","41039","OR","Oregon","43.9387","-122.8479","382396"
"19340","Davenport","Davenport","Davenport-Moline-Rock Island, IA-IL","Henry","17073","IA","Iowa","41.3969","-90.4659","381415"
"22660","Fort Collins","Fort Collins","Fort Collins-Loveland, CO","Larimer","08069","CO","Colorado","40.6664","-105.4611","374574"
"11460","Ann Arbor, MI","Ann Arbor, MI","Ann Arbor, MI","Washtenaw","26161","MI","Michigan","42.2532","-83.8388","373875"
"25860","Hickory","Hickory","Hickory-Lenoir-Morganton, NC","Burke","37023","NC","North Carolina","35.8129","-81.4543","373031"
"12100","Atlantic City","Atlantic City","Atlantic City-Hammonton, NJ","Atlantic","34001","NJ","New Jersey","39.3737","-74.7054","372989"
"24540","Greeley, CO","Greeley, CO","Greeley, CO","Weld","08123","CO","Colorado","40.5548","-104.3925","369745"
"31180","Lubbock, TX","Lubbock, TX","Lubbock, TX","Hockley","48219","TX","Texas","33.4636","-101.8808","367530"
"26580","Huntington","Huntington","Huntington-Ashland, WV-KY-OH","Wayne","54099","WV","West Virginia","38.3587","-82.5685","366760"
"37900","Peoria, IL","Peoria, IL","Peoria, IL","Tazewell","17179","IL","Illinois","40.7892","-89.5159","365668"
"23540","Gainesville, FL","Gainesville, FL","Gainesville, FL","Levy","12075","FL","Florida","29.5163","-82.6007","360881"
"30700","Lincoln, NE","Lincoln, NE","Lincoln, NE","Lancaster","31109","NE","Nebraska","40.8199","-96.8708","351919"
"17300","Clarksville, TN","Clarksville, TN","Clarksville, TN-KY","Christian","21047","TN","Tennessee","36.6929","-87.6231","344003"
"40420","Rockford, IL","Rockford, IL","Rockford, IL","Winnebago","17201","IL","Illinois","42.3316","-89.0421","337103"
"24580","Green Bay, WI","Green Bay, WI","Green Bay, WI","Oconto","55083","WI","Wisconsin","44.7730","-88.0767","334697"
"14500","Boulder, CO","Boulder, CO","Boulder, CO","Boulder","08013","CO","Colorado","40.0925","-105.3577","330262"
"17980","Columbus, GA","Columbus, GA","Columbus, GA-AL","Russell","01113","GA","Georgia","32.4182","-84.8439","328206"
"43780","South Bend","South Bend","South Bend-Mishawaka, IN-MI","Cass","26027","IN","Indiana","41.7736","-86.1341","325294"
"28420","Kennewick","Kennewick","Kennewick-Richland, WA","Benton","53005","WA","Washington","46.3635","-119.2544","319428"
"40220","Roanoke, VA","Roanoke, VA","Roanoke, VA","Franklin","51067","VA","Virginia","37.2861","-79.9466","315456"
